ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,length,sentiment,positive_count,negative_count
552,kiềm dầu_tệ vón mặt,14/01/2022,8:20,3,204900013,36,negative,0,1
720,sản_phẩm tốt,17/04/2023,19:11,5,100230059,11,positive,1,0
1362,hỗn_hợp thiên_dầu mát_mát mặt lọc mùi hương_liệu không_thích sản_phẩm hương_liệu,21/05/2023,22:58,5,204000071,175,positive,2,1
171,serum dạng dầu không_rửa_mặt dính,18/11/2022,0:24,4,422211447,62,positive,0,0
2128,mặt mềm_mướt dễ_chịu mùi thơm nhẹ_nhàng ẩm tốt thấm lớn_tuổi tuyệt_nhé,11/9/2023,21:25,5,422203609,143,positive,4,0
4088,chết mặt ổn thơm,2/12/2023,18:47,5,422207812,43,positive,2,0
479,hasaki không_hợp giá mềm,15/03/2023,14:07,2,422216416,101,negative,1,1
2883,sạm đổ dầu lcl má tuần lười tuần vô_thấm lắm mát_mịn mướt ẩm_không_rích rờ thích vọng cải_thiện mặt cổ tiếp,16/05/2021,19:53,5,358300002,339,positive,2,0
2539,mụn sưng xẹp bớt tác_dụng thức nổi mụn yên_tâm_chấm hiệu_quả,14/11/2020,22:39,5,204100023,163,positive,3,1
174,,5/11/2022,19:32,5,205100146,3,positive,0,0
2368,dễ_dàng thoải_mái thư_giãn,30/04/2023,12:27,5,308500004,48,positive,2,0
3582,mặt_nạ dưỡng_chất thiết_kế ôm sát mặt không_quá mỏng mùi nhẹ_nhàng không_hề nồng_đắp mặt mịn_màng độ_ẩm thoải_mái,10/5/2022,15:39,5,422209724,188,positive,3,0
484,sản_phẩm tốt thích,9/4/2023,17:07,5,422216594,21,positive,2,0
676,thích hasaky sản_phẩm,3/5/2023,18:38,5,100230059,47,positive,1,0
1079,màu hồng bôi môi lớp mỏng mỏng_dưỡng suốt đêm môi,4/9/2022,18:28,5,422205346,114,positive,0,0
2187,kiềm dầu_đỉnh tốt dầu bóng_chuyền đổ dầu không_quá kháng không_tốt khuyết_điểm dở_không_tốt senka sữa_nhiên chất lỏng nặng_bí bôi không_thấy_bí dưỡng ẩm_đủ kĩ không_bị,1/12/2023,20:06,4,249500021,303,positive,5,2
2020,tư_vấn,20/11/2022,17:12,5,249500027,29,positive,0,0
1620,ổn thâm tốt thấm,2/2/2022,21:08,5,422208181,38,positive,2,0
236,đỉnh,30/11/2021,21:32,5,422211447,12,positive,1,0
2365,dễ_dàng thoải_mái thư_giãn,30/04/2023,13:50,5,308500037,50,positive,2,0
2936,môi xăm khô_xài ổn môi_mềm,16/03/2024,12:33,4,200500293,92,positive,1,0
778,thơm cực buồn,17/09/2021,16:29,5,100230056,41,positive,1,1
548,,15/03/2020,20:23,5,422216098,1,positive,0,0
2355,dễ_dàng thoải_mái thư_giãn,30/04/2023,18:26,5,422205164,47,positive,2,0
399,dễ_dàng thoải_mái thư_giãn,4/5/2023,10:30,5,308500013,47,positive,2,0
529,xái lắm sạch_đỡ mụn_ẩn hẳn,15/01/2023,19:01,5,204900056,35,positive,0,0
3184,sữa rửa măt serum mặt bớt mụn mờ thâm_sản_phẩm tốt,2/4/2020,17:22,5,345800001,118,positive,1,0
847,sài mắc tiền,15/01/2023,7:47,5,422215804,53,positive,0,1
3240,không_như không_chơi,25/02/2022,16:00,4,422209634,99,positive,0,0
2683,mềm,15/02/2021,19:08,5,422203776,8,positive,0,0
620,trắng bệch không_lại,2/1/2022,11:32,3,253900006,37,negative,0,0
2366,dễ_dàng,30/04/2023,13:23,5,422205164,26,positive,0,0
2873,cực kì_ưng sản_phẩm rửa mặt cực_mát luôn_ý kiềm dầu tốt,25/11/2019,11:54,5,308500001,93,positive,2,0
2534,sản_phẩm lành_tính mụn êm lắm chấm mụn tối hiệu_quả tầm tuần đỡ,15/11/2020,16:06,5,204100018,136,positive,1,0
2929,chất mặt_nạ ôm sát_mặt đắp đắp cực_kì thoải_mái không_bị kích_ứng hôm mướt hộp_miếng,15/01/2024,8:55,5,422209707,171,positive,2,1
4108,chết mặt ổn thơm,18/11/2023,20:01,5,422207812,43,positive,2,0
1268,khuyên sạch không_bị mụn_ẩn hãng dược mê,18/09/2024,12:06,5,204900009,107,positive,1,0
1109,mát mặt lắm mụn không_nhưng_rửa căng bha rửa mặt ẩm_dưỡng liền,14/06/2022,21:36,5,100220037,156,positive,1,0
1141,chết mặt ổn thơm,18/11/2023,10:30,5,422207812,44,positive,2,0
1436,okila lắm,21/06/2024,15:30,5,100190059,17,positive,0,0
1377,sản_phẩm ổn tầm giá hợp_lý cân_nhắc,11/7/2023,10:38,5,245500001,71,positive,2,0
449,dầu tối thấm không_nhờn rít_phục mụn_mềm màu thời hẳn tuýp,24/10/2024,16:15,5,422219813,180,positive,0,0
2340,ử_dụng dễ_dàng thoải_mái thư_giãn,2/5/2023,10:56,5,422205164,48,positive,2,0
2301,tạm ổn,6/10/2017,3:10,5,100150058,6,positive,1,0
3171,không_hài_lòng,23/12/2021,19:49,2,204100013,55,negative,1,1
2062,mùi cồn nhẹ màu hồng lót ổn nhẹ lớp,30/04/2020,10:00,5,213300004,81,positive,1,0
3166,hãng châm chích nóng_mặt khó_chịu chất_dưỡng mùi colagen không_thích,11/11/2022,20:13,2,365000012,119,negative,1,2
660,mỏng toner_tẩy đỡ tốn,27/08/2023,6:18,3,422203300,65,negative,0,0
1102,thích không_mắt không_đắng chacot sạch mềm,6/3/2023,23:02,5,422204884,65,positive,1,0
2411,,31/10/2022,14:14,5,422205163,2,positive,0,0
2369,mát sạch sâu mùi tự_nhiên dễ_chịu giá,30/04/2023,11:13,5,422206537,61,positive,1,0
1157,không_hợp hợp_sản_phẩm mặt_nạ giấy banobagi chất mặt_nạ ôm mặt màu trộm_vía hợp không_bị_kích_ứng,11/6/2024,9:45,5,422209704,150,positive,5,2
2387,dễ_dàng thoải_mái thư_giãn,28/04/2023,16:16,5,308500018,47,positive,2,0
334,hiện hasaki màu không_ưng màu sạch_mát giá hợp_lý hỗn_hợp thiên_dầu nhạy_cảm không_kích_ứng,24/06/2020,16:34,5,422211446,261,positive,4,1
3618,dịu ẩm tốt dậy mướt mát,4/2/2022,0:42,5,253900002,65,positive,1,0
3554,rửa sạch,9/5/2020,11:16,5,222600052,33,positive,0,0
1455,giới_thiệu serum serum cồn không_bị serum nhạy_cảm_không_cồn dị_ứng mụn mọc khắp mặt rửa muối_lý hết_mình không_đánh giá sản_phẩm không_tốt sản_phẩm không_hợp khuyên hàng test nhạy_cảm,24/07/2022,17:39,2,422210784,495,negative,3,2
3134,sản_phẩm chất_lượng giá rẻ tốt,7/2/2020,15:58,5,422211489,40,positive,3,0
183,chân_ái êm mụn_xài ổn_tẩy rửa mặt sạch không_khô,14/09/2022,14:00,5,422204259,124,positive,1,0
919,,12/4/2023,12:14,5,422204795,21,positive,0,0
221,giả,17/02/2022,9:14,4,422211446,18,positive,0,0
1106,xịn mịn mùi nhẹ_tẩy sạch giá,4/1/2023,10:39,5,422207562,66,positive,1,0
1180,mya dầu bí mụn olay quạt xíu thấm ẩm_nhẹ mặt tốt màu thâm_mụn đỡ mịn_màn hũ cổ mặt giá ổn_áp,6/4/2023,10:51,5,422206035,307,positive,2,0
1478,serum sạch tốt kiềm dầu tốt,13/08/2021,20:06,5,422210784,49,positive,2,0
419,serum dầu mụn_ẩn nhẹ_nhàng mát hạt ổn_không_căng ổn rửa mặt nguyên_hồi đổ dầu bản_chất dầu không_cấp ẩm serum khóa ẩm đổ dầu,26/05/2023,18:30,4,225300001,299,positive,3,0
2086,chân_ái,24/08/2023,2:34,5,422204281,15,positive,0,0
3574,hợp cơ_địa không,7/6/2022,15:43,5,422201090,46,positive,1,0
409,sản_phẩm tốt,11/4/2023,15:37,5,422216594,17,positive,1,0
519,giá tiền,3/6/2023,18:16,5,422203302,34,positive,0,0
2320,dễ_dàng thoải_mái thư_giãn,4/5/2023,16:51,5,422205162,47,positive,2,0
1210,công_nghiệp tốt thiện hàng,14/06/2021,11:08,5,249500013,39,positive,1,0
1193,chất_lượng sản_phẩm không_đạt không_khuyên,17/03/2021,19:21,1,422202580,57,negative,0,0
3164,trộm_vía,6/9/2022,15:16,5,345800001,24,positive,0,0
4084,không_đáng tiền chất_lượng,20/04/2024,15:09,2,422205162,49,negative,1,2
3410,tiếc không_hợp tầm hợp liên_hệ,23/10/2024,23:10,5,422209052,151,positive,2,1
3526,lắm tím kén kích_ứng không_sạch_í nổi mụn quài công_nghiệp thôi_xài đk mụn mụn nổi nổi chỗ nóng mặt_xíu dầu,25/05/2023,18:49,5,422205819,420,positive,0,2
1463,căng mướt thời,2/5/2022,23:11,5,422210784,48,positive,0,0
1185,bôi không_bị_vón ẩm kiềm dầu tốt bôi không_vón thích,25/06/2022,12:49,5,249500007,84,positive,3,0
163,,13/12/2022,12:16,5,205100146,8,positive,0,0
782,không_hiểu sản_phẩm_tệ,15/12/2016,7:43,1,422206248,47,negative,0,3
1408,sản_phẩm tốt giá hợp_lý giúp sưng đẩy_nhân mụn,7/11/2024,9:46,5,422207629,79,positive,3,0
1807,mướt rượt không_kềm_dầu dầu loáng aply,28/10/2024,15:18,5,422219308,83,positive,0,0
849,chất nhớt_nhớt lạ_rửa mặt kiểu serum đơn_giản sài giá rẻ nhận_xét,25/02/2022,12:45,5,211300007,140,positive,2,0
128,rửa mặt hạt không_mùi kiềm dầu tốt_rửa mặt sạch_rửa không_bị,4/1/2024,19:18,4,422206248,92,positive,2,0
358,trời ghiền đắp trà á_nhiêu bột thích trà căng mịn lắm,30/07/2024,18:19,5,256700007,104,positive,1,0
780,mẫu dưỡng_chất củ,16/07/2021,19:30,5,422205163,61,positive,0,0
645,sản_phẩm cực_kỳ_mẫn_cảm dòng_tẩy,21/02/2024,14:06,5,100230056,125,positive,0,0
140,nhẹ_nhàng không_gây_kích ứng_tẩy lớp công_nghiệp hôm trang_điểm dầu,4/6/2023,19:23,5,422216449,139,positive,2,0
815,,24/02/2020,23:20,5,100230059,2,positive,0,0
3168,sạch giá,28/04/2021,15:41,5,222600052,37,positive,0,0
2314,dễ_dàng thoải_mái thư_giãn,4/5/2023,20:27,5,308500018,47,positive,2,0
792,,15/05/2021,1:53,5,345800007,9,positive,0,0
724,thích sạch mềm không_bị,12/4/2023,13:44,5,100230059,73,positive,2,0
140,sạch lớp môi không_gây_kích_ứng,4/6/2023,19:19,5,205100136,67,positive,1,1
2478,rửa mặt mụn_ẩn,6/7/2022,2:03,5,422202216,50,positive,0,0
2589,trắng vượt_trội cũ không_bị nhờn_rít,21/03/2021,14:43,5,422202580,70,positive,1,0
2015,bữa hasaki khuyến_mãi ưng chất mỏng nhẹ nâng tông nhẹ_nhàng,21/11/2022,10:11,5,422207413,103,positive,2,0
226,thích hỗn_hợp ẩm_không_bị căng,10/2/2022,17:51,5,205100137,78,positive,3,0
1963,ẩm_phục_hồi mướt lắm obagi_nhảy chân_ái dầu dậy mặt mịn căng,6/10/2024,19:13,4,422209047,122,positive,0,0
3779,quà tặng kèm trước_toán hình_như chất_lượng trắng trắng đốm nâu vết thâm thời dịch khả_năng ẩm tốt không_bết dính melano hồi_hộp mụn melano mụn,15/05/2023,14:53,4,422213992,408,positive,1,0
72,sản_phẩm hạn_chế không_thực_sự,19/11/2023,15:40,2,100240016,48,negative,0,0
4397,ổn_nhiên không_thích mùi lắm,11/7/2017,9:08,5,100750038,71,positive,2,1
4719,tạm lỗi không_ấn tượng,23/05/2023,15:57,2,256700011,53,negative,1,1
1088,sản_phẩm tốt giá rẻ cực,15/11/2021,2:10,5,422211183,20,positive,3,0
707,thích hasaki sản_phẩm,28/04/2023,18:31,5,100230057,47,positive,1,0
170,mụn viêm bioderma mụn_ẩn mắc,10/11/2022,8:57,5,100230057,188,positive,0,1
2160,thích ẩm tốt dịu tốt nửa_hũ mịn_màng hẳn lê_đức_thọ,28/07/2024,12:34,5,422201725,171,positive,3,0
782,hợp dầu rõ_rệt hàng chuẩn giá_cả,6/7/2021,21:11,5,100220035,61,positive,1,0
2793,bổ rẻ mặt_nạ ôm sát không_bị rơi_rớt hoạt_động ẩm tốt hiệu_quả trị,16/12/2020,17:53,5,365000020,109,positive,4,0
361,mùi nhè nhẹ không_gây nhờn_rích,24/12/2018,21:36,4,422211446,87,positive,1,0
765,,19/01/2022,10:57,5,100230059,4,positive,0,0
701,dễ_dàng thoải_mái thư_giãn,29/04/2023,17:28,5,422205164,48,positive,2,0
4035,sản_phẩm ẩm tốt_giá,14/06/2021,10:01,5,365000019,35,positive,1,0
145,phẩm tốt túi_tiền hiệu_quả,19/04/2023,20:48,5,205100137,49,positive,2,0
162,sản_phẩm lắc sạch lắm không_kích_ứng gắn_bó bự,6/1/2023,0:37,5,422204910,110,positive,1,1
2514,kiểm_soát dầu không_làm giá,1/3/2023,2:05,5,248700001,59,positive,1,0
1057,không_sạch mascara zesea lemonade mà_còn cực_kì hương_liệu chú_ý mùi không_thơm không_hắt không_sánh trang_điểm đồ lớp dầu_tẩy không_bị mascara tốt ưu_điểm không_bị nhớt mặt trang_điểm đậm_không_nên,19/05/2024,10:49,3,422220606,464,negative,4,0
2226,mùi ngọt_xỉu dưỡng_ẩm môi cực tốt màu đo đỏ mỏ lắm,7/3/2024,7:50,5,200500095,81,positive,1,0
3325,bì thành_phần bì cũ ẩm_mướt không_thích sản_phẩm,3/1/2022,16:59,2,223600010,162,negative,1,1
1151,cửa_hàng tặng mẫu êm ẩm mịn_màng,18/12/2022,12:08,5,422208910,134,positive,0,0
2415,sản_phẩm tác_dụng dầu mụn phút không_nên,23/01/2022,16:12,5,308500009,99,positive,0,0
1809,cà_phế thơm_dã,19/04/2019,20:21,5,422206042,32,positive,1,0
2372,mùi hương dễ_chịu mát giá_thành ổn,29/04/2023,19:34,5,204100019,46,positive,2,0
2938,đặt_hàng,24/04/2024,15:24,5,422209635,42,positive,0,0
3477,không_muốn sạch êm_tiết_kiệm bông_tẩy cực_kì mùi trà nhẹ dịu mụn_ẩn,2/4/2021,12:22,5,343100029,182,positive,0,0
308,chời siêu_đỉnh sài không_biết_nhiêu,27/12/2020,22:15,5,205100146,69,positive,2,0
710,thích hasaki sản_phẩm,27/04/2023,19:03,5,200400003,47,positive,1,0
2321,mùi hương dễ_chịu mát giá_thành ổn,4/5/2023,13:23,5,204100054,48,positive,2,0
117,ưng mặt_nạ í mụn_xưng đắp xẹp hẳn hộp hộp,6/4/2021,23:17,5,308500015,143,positive,2,0
746,chắt tặng,17/08/2022,22:14,5,422216594,75,positive,0,0
4314,kỳ_vọng,12/7/2024,15:39,2,308500015,48,negative,0,0
2453,,30/03/2020,0:37,5,422205163,2,positive,0,0
325,dịu nhẹ tạm mùi không_thích lắm,9/9/2020,5:29,4,205100146,64,positive,1,1
2197,test kiềm dầu tốt nâng tiền,28/04/2022,14:25,5,422203146,88,positive,1,0
1081,sample garnier kích_ứng cổ mặt,1/7/2022,19:49,3,422211183,121,negative,0,1
2390,dễ_dàng thoải_mái thư_giãn,28/04/2023,14:19,5,422202253,47,positive,2,0
325,tạm mùi cồn nồng_mặt,6/8/2020,13:48,4,422212097,63,positive,0,0
505,rw vón khó_tán ngại đợt đối_xử nặng_đô công_nghiệp dạng sữa không_chịu nổi test trộm_vía hợp kiềm dầu xịn_tán mịn không_hề vón mặt mịn_mướt,2/11/2022,14:51,5,422216416,254,positive,3,0
2493,sản_phẩm tốt mẫu_mã đẹp mùi,5/5/2023,15:50,5,204100054,37,positive,2,0
2327,giá_thành rẻ đắp thư_giãn công_dụng không_ngờ,3/5/2023,17:55,5,308500009,65,positive,2,0
788,hàng hasaki nowship shiper thân_thiện tận_tình sản_phẩm hasaki hài_lòng sản_phẩm đầy_đủ giá hời hãng khuyên,10/6/2021,19:51,5,308500013,315,positive,2,0
704,dễ_dàng thoải_mái thư_giãn,28/04/2023,11:39,5,308500037,47,positive,2,0
183,nt tốt_không_bị nổi mụn_ẩn cảm_giác_tẩy sạch công_nghiệp,26/07/2021,20:47,5,422211447,100,positive,2,1
262,hàng hasaki yên_tâm hàng chuẩn đầy_đủ hàng,15/07/2021,21:57,4,422208807,82,positive,1,0
114,,5/7/2024,13:48,5,205100136,5,positive,0,0
3468,đỉnh lắm chời dầu mụn nhạy_cảm không_bị rát không_mắt,7/9/2023,10:07,5,343100029,93,positive,2,0
2378,mát dễ_chịu hiệu_quả tuần,29/04/2023,16:07,5,308500015,57,positive,2,0
287,sản_phẩm tốt dầu sản_phẩm đổ dầu,22/05/2021,11:03,5,422211446,77,positive,1,0
644,sản_phẩm chất_lượng,22/02/2024,19:52,5,100230056,35,positive,0,0
1387,sài lắm hỗn_hợp thiên_dầu không_bết_rít chất thấm_dưỡng ẩm tốt mềm mịn tróc mũi mùa đông hợp giá hơi_chát htmg đỉnh sài hủ tuýt,28/12/2021,21:08,5,422200305,240,positive,4,0
1722,hàng đóng_gói cẩn_thận chất_lượng miễn chê,21/11/2023,14:34,5,100220035,52,positive,2,1
2546,serum suốt cũ không_thấy_thích hợp lắm ổn_áp không_bị mùi nồng_mụn,12/11/2020,23:52,5,204100019,194,positive,4,0
274,nửa sạch,22/06/2021,12:36,5,422210784,77,positive,0,0
4216,chê không_xuất_sắc,4/8/2022,12:54,3,422220606,47,negative,1,1
2407,tiền,11/1/2024,23:50,5,237800005,13,positive,0,0
1795,kết_hợp mụn thời cảm_nhận khác_biệt rõ_rệt căng mịn đầu sợ yếu tuần tối bôi sạch nhạy_cảm thích dần lỗ chân_lông mụn_ẩn,9/6/2020,12:01,5,100240016,353,positive,2,0
3851,tốt áa giá_thành rẻ mùi thơm lâu_lém tội cồn,27/12/2021,13:29,5,100140042,123,positive,3,0
2126,nhà_sản_xuất vỏ tuýp chất_liệu lhasc vỏ tuýp kiểu không_thích lắm,1/12/2023,1:26,5,422203609,99,positive,1,1
3030,ordinary niacinamide kết_hợp hoàn_hảo,7/7/2021,1:14,5,343700002,94,positive,2,0
3342,sữa chuẩn auth thấm thấm mượt mịn tự_nhiên mùi cồn,7/4/2019,10:37,5,223600034,117,positive,0,0
2418,đầu mặt_nạ tâm_lý đeo lổ không_sợ_rớt ẻm móc êm dài_dài,15/11/2021,20:17,5,308500018,141,positive,1,0
2950,,28/06/2020,22:40,5,200500293,4,positive,0,0
172,chân_ái,12/11/2022,22:04,5,422204259,15,positive,0,0
4158,chết mặt ổn thơm,17/11/2023,15:34,5,422207812,43,positive,2,0
1579,dầu_siêu nhạy_cảm đầu rát tốt lành_tính,8/7/2020,0:45,5,211300002,100,positive,1,0
3232,mặt_nạ ẩm_chất vừa_phải đắp nhạy_cảm không_bị_kích_ứng,1/7/2023,21:29,5,365000018,95,positive,2,1
795,dầu,29/11/2022,23:28,5,249500027,68,positive,0,0
2669,sài đợt cứng mỏng mụn bọc mụn trắng rơi mặt dính mặt,29/12/2021,21:27,2,243300007,193,negative,0,0
1145,sạch mặt,17/05/2023,14:49,4,422208910,57,positive,0,0
3687,tủ_lạnh,20/08/2023,15:07,5,256700002,27,positive,0,0
804,hàng tốt,5/9/2020,11:48,3,100230056,8,negative,1,0
1457,hợp quân mùi thơm mặt bọt rửa sạch không_bị căng hồi mụn_ẩn trán má mụn dần,5/7/2022,0:05,5,204100054,289,positive,3,0
835,hasaki nhắn_hủy đơn hàng,8/8/2024,20:31,3,422214321,49,negative,0,0
192,tặng,28/07/2022,18:02,4,205100136,38,positive,0,0
380,dầu nổi mụn cerave foaming_năng mục không_chăm bác_sĩ khuyên,22/04/2024,15:21,5,422208974,486,positive,0,1
308,rửa sạch,11/6/2020,11:20,5,204900056,17,positive,0,0
2338,tốt,2/5/2023,11:35,5,422205163,48,positive,1,0
660,sạch không_khô_đa bé thích lắm mãi yêu,31/08/2023,10:47,5,100230059,90,positive,2,0
52,giá_thành hợp_lý tế_bào chết hạt không_quá bự mùi,23/08/2022,21:40,5,422206043,82,positive,1,0
1724,mềm mịn,21/11/2023,9:10,5,100220035,28,positive,0,0
1604,phiên_bản đỡ mùi hương,14/09/2022,0:31,5,422208181,46,positive,0,0
765,,19/01/2022,10:57,5,100230056,4,positive,0,0
129,sài máy chất công_nhận sạch bã nhờn chất bẩn,4/9/2023,21:12,5,205100137,70,positive,0,0
236,đỉnh,30/11/2021,21:32,5,422208807,12,positive,1,0
121,nhẹ sạch hẳn_tẩy không_sạch nắp đậm không_điểm nhẹ,29/06/2021,9:25,4,422206648,166,positive,0,0
4395,giá rẻ chất_lượng hài_lòng hasaki giá rẻ hàng đóng_gói tốt,13/08/2017,6:58,5,100750038,108,positive,6,0
356,sản_phẩm đợi sạch nhẹ,16/07/2019,17:46,5,422208807,51,positive,0,0
138,mát,23/06/2023,12:13,5,422216098,7,positive,0,0
2654,serum sạch dầu,26/02/2023,16:18,5,224100008,56,positive,0,0
2592,hàng,11/12/2020,16:51,5,207500001,15,positive,0,0
261,dầu mụn nhẹ giá sạch tốt,16/07/2021,17:51,4,422204259,64,positive,1,0
1034,dễ_dàng thoải_mái thư_giãn,27/04/2023,18:04,5,422205162,45,positive,2,0
2276,đặng ngọc_quỳnh thông liên_hệ,12/11/2022,16:25,5,422208183,59,positive,0,0
2379,dễ_dàng thoải_mái thư_giãn,29/04/2023,15:44,5,308500018,48,positive,2,0
977,đầu mụn_ẩn thâm nốt mụn sưng mụn_ẩn,25/07/2022,17:14,2,422204795,140,negative,1,0
1287,serum êm_không_gây dị_ứng rửa không_bị sạch,5/4/2020,0:30,5,422216487,86,positive,2,0
176,mùi hương dễ_chịu mát giá_thành ổn,30/04/2023,12:04,5,204100054,47,positive,2,0
544,sản_phẩm mùi nhựa nồng_cửa bảo sản_phẩm hương_liệu mùi nhựa mùi thơm không_dám,6/3/2022,21:34,5,204900013,173,positive,1,1
2884,đợt hasaki_hủ hàng hãng giá đẹp thích cực_kì thấm nhẹ tuần tông tông cực_kì,8/2/2021,14:12,5,358300001,190,positive,2,0
334,hiện hasaki màu không_ưng màu sạch_mát giá hợp_lý hỗn_hợp thiên_dầu nhạy_cảm không_kích_ứng,24/06/2020,16:34,5,205100137,261,positive,4,1
1153,mụn nhạy_cảm ứng nổi mụn hoài senka hồng không_êm rửa không_khô căng sạch thời sạch tốt mụn không,9/11/2022,4:16,5,422208910,250,positive,1,1
1148,hàng sản_phẩm,14/02/2023,9:49,5,422218629,37,positive,0,0
272,thích lắm dễ_thương,30/06/2021,9:01,5,205100137,45,positive,2,0
805,dễ_dàng thoải_mái thư_giãn,2/5/2023,16:01,5,308500009,48,positive,2,0
1903,,11/9/2022,21:57,5,100210023,16,positive,0,0
1281,tiền,11/10/2021,12:13,5,422216603,38,positive,0,0
2677,ráp mỏng bụi tệ,20/07/2021,13:28,1,422203809,28,negative,0,2
2332,dễ_dàng thoải_mái thư_giãn,2/5/2023,19:22,5,422205164,47,positive,2,0
2072,thấm mỏng mịn trắng lành_tính hộp đổ bàn cải_nữa hợp dầu,19/05/2021,14:06,5,224100019,122,positive,1,0
1371,tuýt sài mặt đổ dầu khuyên dầu mụn_nhờn sài tuýt hợp không_nhé,5/7/2024,10:28,4,422200305,147,positive,1,0
1150,cực_kỳ bực_mình sản_phẩm kém,14/09/2024,9:55,1,422205160,47,negative,0,2
2697,sài tốt lắm không_bị_dính mềm sài_thiệt thích,14/05/2019,11:04,5,422203807,59,positive,3,0
2768,ổn,11/6/2022,18:34,3,422209636,2,negative,1,0
220,tuyệt_vời không_bị mặt mùi cồn không_kích_ứng đỡ nâng mùi cồn thích phết chả_thấy đỗ giọt mồ_hôi sản_phẩm không_gây_kích_ứng mặt đỏ nâng không_nên không_chịu mùi cồn thời_mê lắm,10/2/2022,13:33,5,422212097,339,positive,5,2
1110,thích,15/08/2022,16:17,5,422204657,55,positive,1,0
107,nhờn serum không_kích_ứng,30/09/2019,8:34,5,204900004,85,positive,1,1
117,tiach,1/8/2018,8:17,5,223600010,52,positive,0,0
2659,dịch_vụ chậm_trễ sản_phẩm không_như hình_ảnh,6/11/2023,17:53,2,422204659,56,negative,0,1
2030,hasaki rẻ chỗ,2/4/2020,21:10,5,399200001,36,positive,1,0
482,chân_ái cuộc_đời hợp bết dính khó_tán bôi dưỡng ổn,1/3/2023,21:46,5,204900013,104,positive,2,0
147,,10/4/2023,15:58,5,422208974,6,positive,0,0
753,hàng gói hàng bấm bấm mặt_nạ dưỡng_chất chảy không_vì,30/04/2022,17:52,3,200400004,106,negative,0,0
1271,dịu nhẹ không_kích ứ,29/02/2024,21:20,5,204100082,23,positive,0,0
2420,hộp hộp hướng_dẫn cắt hộp_xếp tái_thế thành hộp đựng mĩ_phẩm dễ_thương lắm cắt rọc giấy,31/10/2021,19:12,5,422202253,153,positive,1,0
2219,khuyết_điểm không_thấy nâng không_thấy sản_phẩm thẩm_thấu chất sữa_lỏng dễ_tán kiềm dầu tốt sản_phẩm,16/08/2020,14:02,5,249500021,171,positive,1,0
399,sản_phẩm tốt,4/5/2023,10:21,5,422208976,23,positive,1,0
54,nhẹ_nhàng môi sạch không_điểm dịu nhẹ nhạy_cảm không_sạch,15/08/2022,13:13,5,422214148,192,positive,1,0
2398,dễ_dàng thoải_mái thư_giãn tột_độ,27/04/2023,16:28,5,422205162,51,positive,2,0
1907,thâm_hẵn,23/06/2022,12:26,5,386000015,21,positive,0,0
728,tốt,9/4/2023,21:39,5,422216594,3,positive,1,0
547,chê tối lận nửa đỏ ngứa mụn kết_hợp lrp kết_hợp sản_phẩm ăn_uống học khỏe,11/10/2022,14:19,5,253900004,347,positive,2,2
799,thích lắm mùi dịu nhẹ dầu mụn hasaki,19/12/2020,21:32,5,200400004,97,positive,1,0
2671,đợt mỏng xơ_bông không_hài,21/12/2021,10:23,3,422203776,77,negative,0,0
2771,thích lắm,14/07/2024,14:36,5,418800002,13,positive,1,0
117,ưng mặt_nạ í mụn_xưng đắp xẹp hẳn hộp hộp,6/4/2021,23:17,5,308500004,143,positive,2,0
1085,dễ_dàng thoải_mái thư_giãn,28/04/2023,10:00,5,422205164,47,positive,2,0
2340,ử_dụng dễ_dàng thoải_mái thư_giãn,2/5/2023,10:56,5,422205163,48,positive,2,0
346,pel tối khô_rát tuyệt_vời,14/11/2023,23:55,5,422200342,116,positive,1,0
3582,mặt_nạ mỏng nhẹ mát_đắp độ_ẩm nhẹ_nhiên mùi mặt_nạ nồng_hơi hắc không_tự_nhiên lắm giá_thành rẻ,31/07/2024,13:31,5,422205805,141,positive,1,0
783,,7/7/2021,15:09,5,100230064,5,positive,0,0
640,,28/05/2024,8:13,5,100230064,6,positive,0,0
2542,đầu ưng_ý hiệu_quả rõ_rệt nếp nhăn_lão hóa căng mịn săn hẳn,13/11/2020,23:27,5,204100070,129,positive,3,0
2194,nâng nhẹ tùy mức_độ sữa kiềm dầu không_gây bôi,5/9/2022,15:35,4,249500021,133,positive,1,0
2812,sản_phẩm ổn không_có_điểm,29/05/2022,11:36,3,100160021,52,negative,1,0
2693,dập viền không_chắc_chắn nước_tẩy giá rẻ không_hẳn tốt,6/10/2019,10:47,3,422203807,123,negative,3,1
1078,vichy rõ_rệt không_mà đẹp mịn hồng,10/2/2019,8:38,5,201600019,96,positive,1,0
2468,mịn đẹp không_vón_cục kiềm dầu kết_hợp phấn_phủ pond đẹp tối nhưn giá thất_thường giá,4/9/2024,18:29,5,422204388,202,positive,3,0
220,masacara không_trôi ổn không_kích ứng_hơi ẩm,17/02/2022,21:09,5,422208807,57,positive,1,0
1812,không_bết rít bóng rẻ biển hoạt_động ngoài_trời không_nên mặt,19/01/2023,19:07,5,249500011,139,positive,1,0
4174,trải_nghiệm sắm,1/1/2022,16:30,1,422206042,42,negative,0,0
294,dễ_chịu ưng sản_phẩm,23/03/2021,21:02,4,422211446,32,positive,2,0
